,CreditScore,Location,Male,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4246,720.0,1.0,0.0,38.0,7.0,122637.86,1.0,1.0,0.0,102628.86,0
4247,637.0,1.0,0.0,35.0,8.0,154870.28,1.0,1.0,0.0,129892.82,0
4248,529.0,1.0,0.0,28.0,4.0,0.0,2.0,0.0,1.0,131301.74,0
4249,616.0,1.0,1.0,28.0,6.0,,2.0,1.0,1.0,86410.28,0
4250,678.0,0.0,0.0,50.0,0.0,92347.96,2.0,1.0,0.0,158043.16,0
4251,850.0,0.0,0.0,44.0,7.0,102994.04,,1.0,0.0,86733.61,1
4252,678.0,1.0,0.0,25.0,5.0,0.0,2.0,1.0,1.0,127528.84,0
4253,517.0,1.0,1.0,62.0,2.0,43772.66,3.0,?,0.0,187756.24,1
4254,717.0,1.0,1.0,30.0,3.0,0.0,2.0,1.0,0.0,117572.59,0
4255,691.0,1.0,1.0,40.0,1.0,0.0,1.0,0.0,0.0,71359.15,1
4256,601.0,1.0,0.0,32.0,4.0,145965.33,1.0,1.0,1.0,163989.66,0
4257,593.0,1.0,0.0,,1.0,0.0,1.0,1.0,0.0,168054.53,1
4258,682.0,1.0,1.0,36.0,10.0,0.0,1.0,1.0,1.0,129964.22,0
4259,642.0,2.0,1.0,34.0,2.0,0.0,2.0,0.0,0.0,169826.02,0
4260,596.0,1.0,0.0,29.0,2.0,0.0,2.0,1.0,1.0,116692.8,0
4261,577.0,2.0,0.0,43.0,,0.0,1.0,1.0,0.0,54227.06,0
4262,501.0,1.0,0.0,38.0,5.0,0.0,1.0,1.0,1.0,27380.99,0
4263,656.0,,1.0,27.0,9.0,0.0,1.0,1.0,1.0,199674.83,0
4264,663.0,1.0,1.0,28.0,9.0,0.0,2.0,1.0,1.0,60721.4,0
4265,593.0,1.0,1.0,50.0,3.0,0.0,2.0,1.0,1.0,74856.64,0
4266,620.0,1.0,1.0,33.0,7.0,0.0,2.0,0.0,1.0,126811.73,0
4267,629.0,2.0,1.0,32.0,6.0,0.0,2.0,1.0,0.0,16491.64,0
4268,597.0,1.0,1.0,36.0,10.0,0.0,2.0,1.0,0.0,172787.9,0
4269,705.0,1.0,0.0,34.0,,102782.32,1.0,1.0,1.0,140764.11,0
4270,?,1.0,0.0,40.0,4.0,0.0,2.0,1.0,0.0,180552.58,0
4271,674.0,0.0,0.0,33.0,6.0,136689.66,1.0,1.0,1.0,103726.71,0
4272,599.0,1.0,0.0,29.0,1.0,113674.2,1.0,1.0,0.0,79919.13,0
4273,592.0,0.0,0.0,45.0,0.0,113657.83,1.0,1.0,0.0,172363.51,1
4274,694.0,2.0,0.0,32.0,5.0,0.0,,1.0,0.0,148516.79,0
4275,714.0,1.0,1.0,33.0,9.0,0.0,2.0,1.0,1.0,1055.66,0
4276,779.0,1.0,1.0,32.0,1.0,80728.15,1.0,1.0,0.0,86306.75,0
4277,659.0,1.0,1.0,26.0,4.0,0.0,2.0,1.0,1.0,67830.9,0
4278,724.0,1.0,1.0,27.0,3.0,0.0,2.0,1.0,1.0,183872.88,0
4279,613.0,1.0,1.0,37.0,1.0,146329.73,1.0,0.0,0.0,104118.93,0
4280,?,1.0,1.0,35.0,9.0,0.0,1.0,1.0,0.0,?,0
4281,696.0,1.0,0.0,31.0,3.0,0.0,2.0,1.0,?,107876.2,0
4282,573.0,1.0,0.0,31.0,7.0,41299.03,2.0,0.0,1.0,102681.32,0
4283,653.0,0.0,1.0,51.0,5.0,98014.4,2.0,1.0,0.0,101348.78,0
4284,680.0,2.0,1.0,34.0,3.0,0.0,2.0,1.0,0.0,185210.63,0
4285,661.0,1.0,1.0,47.0,?,0.0,2.0,0.0,1.0,185599.8,0
4286,607.0,1.0,1.0,48.0,8.0,0.0,1.0,1.0,1.0,145536.52,1
4287,590.0,?,1.0,34.0,1.0,0.0,1.0,1.0,1.0,141223.09,0
4288,550.0,1.0,0.0,49.0,5.0,0.0,1.0,0.0,0.0,61513.87,0
4289,659.0,0.0,0.0,37.0,4.0,?,1.0,0.0,1.0,10779.69,1
4290,?,1.0,0.0,35.0,?,0.0,1.0,1.0,0.0,184842.21,0
4291,754.0,1.0,0.0,35.0,2.0,0.0,1.0,0.0,0.0,131281.28,0
4292,754.0,1.0,0.0,32.0,6.0,0.0,1.0,1.0,0.0,93881.75,1
4293,648.0,1.0,0.0,56.0,0.0,104077.19,2.0,1.0,1.0,62934.94,1
4294,605.0,2.0,0.0,,1.0,101242.98,1.0,0.0,1.0,86619.77,0
4295,608.0,1.0,0.0,28.0,2.0,89968.69,1.0,0.0,0.0,163112.9,0
4296,661.0,1.0,1.0,30.0,6.0,0.0,2.0,1.0,0.0,143783.46,0
4297,?,1.0,0.0,37.0,4.0,0.0,2.0,1.0,0.0,96832.82,0
4298,588.0,1.0,1.0,51.0,3.0,104796.54,1.0,1.0,1.0,154181.41,1
4299,753.0,1.0,0.0,54.0,1.0,119266.88,1.0,1.0,1.0,71053.71,1
4300,580.0,1.0,0.0,,7.0,85829.13,1.0,0.0,0.0,82774.06,0
4301,591.0,1.0,0.0,33.0,2.0,0.0,2.0,1.0,1.0,113089.43,0
4302,805.0,1.0,0.0,31.0,9.0,0.0,,1.0,1.0,169381.9,0
4303,582.0,1.0,1.0,44.0,1.0,110728.46,1.0,0.0,0.0,180142.32,0
4304,667.0,0.0,0.0,48.0,7.0,117412.29,1.0,1.0,1.0,?,1
4305,411.0,1.0,1.0,35.0,4.0,0.0,2.0,?,,93825.78,0
4306,601.0,1.0,0.0,40.0,6.0,150777.02,1.0,1.0,1.0,57867.29,0
4307,731.0,2.0,1.0,41.0,2.0,0.0,2.0,1.0,1.0,172096.77,0
4308,730.0,1.0,1.0,39.0,2.0,0.0,1.0,1.0,1.0,143598.7,0
4309,619.0,2.0,0.0,33.0,0.0,0.0,2.0,1.0,0.0,92277.47,0
4310,850.0,1.0,0.0,27.0,3.0,0.0,1.0,1.0,1.0,54724.03,0
4311,628.0,1.0,0.0,51.0,3.0,155903.82,2.0,1.0,1.0,71159.84,0
4312,548.0,1.0,0.0,36.0,4.0,0.0,2.0,1.0,1.0,141706.64,0
4313,646.0,2.0,0.0,47.0,8.0,0.0,?,1.0,0.0,166516.84,1
4314,594.0,2.0,,40.0,0.0,61482.47,1.0,0.0,0.0,59645.24,1
4315,710.0,0.0,1.0,46.0,10.0,120530.34,1.0,1.0,0.0,166586.99,1
4316,586.0,2.0,0.0,41.0,4.0,0.0,2.0,0.0,1.0,136767.16,0
4317,640.0,1.0,0.0,,7.0,0.0,2.0,1.0,0.0,43480.62,0
4318,590.0,1.0,1.0,69.0,3.0,137780.74,2.0,?,1.0,6089.13,0
4319,472.0,1.0,1.0,62.0,8.0,0.0,2.0,0.0,1.0,?,1
4320,771.0,1.0,1.0,?,5.0,0.0,2.0,0.0,0.0,,0
4321,696.0,1.0,0.0,28.0,10.0,82767.42,1.0,1.0,1.0,182944.48,0
4322,558.0,2.0,1.0,38.0,7.0,141573.55,1.0,1.0,1.0,82422.91,0
4323,474.0,1.0,0.0,35.0,3.0,0.0,2.0,0.0,0.0,149184.15,0
4324,,1.0,0.0,37.0,9.0,92566.53,2.0,1.0,1.0,71139.8,0
4325,850.0,1.0,0.0,29.0,8.0,?,1.0,1.0,0.0,62402.38,0
4326,685.0,0.0,1.0,35.0,1.0,129855.72,1.0,0.0,0.0,158545.25,0
4327,745.0,0.0,1.0,41.0,10.0,141806.0,1.0,1.0,0.0,?,0
4328,554.0,?,,41.0,9.0,0.0,1.0,,0.0,110405.9,1
4329,703.0,0.0,1.0,40.0,7.0,102800.72,2.0,1.0,0.0,133465.57,0
4330,577.0,1.0,1.0,37.0,3.0,91621.69,1.0,1.0,1.0,122996.74,0
4331,589.0,1.0,0.0,28.0,5.0,0.0,1.0,1.0,1.0,70529.0,0
4332,616.0,1.0,0.0,43.0,1.0,0.0,1.0,0.0,0.0,151827.87,1
4333,682.0,,0.0,,1.0,117438.92,1.0,1.0,1.0,,1
4334,662.0,0.0,0.0,38.0,5.0,155973.13,2.0,1.0,1.0,170968.99,0
4335,697.0,1.0,1.0,31.0,6.0,0.0,1.0,1.0,1.0,161450.25,1
4336,714.0,0.0,0.0,48.0,3.0,113693.0,1.0,0.0,1.0,106981.03,1
4337,667.0,1.0,0.0,46.0,3.0,0.0,1.0,1.0,0.0,125986.39,1
4338,778.0,0.0,0.0,42.0,8.0,152324.66,1.0,1.0,0.0,171733.22,0
4339,675.0,0.0,0.0,52.0,3.0,137794.02,4.0,1.0,1.0,87822.14,1
4340,602.0,2.0,?,42.0,1.0,138912.17,2.0,1.0,1.0,139494.75,0
4341,497.0,1.0,0.0,36.0,4.0,0.0,2.0,1.0,0.0,36642.65,0
4342,576.0,0.0,1.0,34.0,5.0,100421.1,2.0,0.0,1.0,43495.77,0
4343,519.0,0.0,1.0,,?,150329.15,1.0,1.0,0.0,145558.42,1
4344,549.0,0.0,0.0,36.0,5.0,121250.04,1.0,0.0,0.0,26767.85,0
4345,850.0,0.0,0.0,30.0,3.0,92887.02,2.0,1.0,0.0,127939.13,0
4346,,2.0,0.0,37.0,7.0,?,2.0,1.0,1.0,181718.73,0
4347,637.0,1.0,0.0,36.0,3.0,0.0,2.0,0.0,1.0,181499.77,0
4348,706.0,1.0,1.0,38.0,7.0,0.0,2.0,0.0,0.0,29583.48,0
4349,734.0,1.0,1.0,30.0,7.0,0.0,2.0,1.0,0.0,107640.25,0
4350,?,1.0,1.0,39.0,1.0,129299.28,2.0,0.0,0.0,73107.6,0
4351,763.0,0.0,1.0,39.0,8.0,127578.21,1.0,1.0,0.0,121404.65,1
4352,732.0,2.0,1.0,39.0,8.0,146050.65,1.0,1.0,1.0,141230.07,0
4353,633.0,2.0,0.0,54.0,,0.0,?,1.0,0.0,131312.39,1
4354,727.0,2.0,1.0,26.0,8.0,,2.0,1.0,1.0,114327.3,0
4355,591.0,1.0,0.0,41.0,1.0,0.0,2.0,1.0,1.0,71139.12,0
4356,709.0,1.0,0.0,31.0,9.0,0.0,2.0,1.0,0.0,94739.6,0
4357,816.0,1.0,1.0,,4.0,0.0,2.0,1.0,0.0,175872.5,0
4358,691.0,0.0,1.0,63.0,4.0,139753.35,1.0,1.0,1.0,69759.81,0
4359,667.0,0.0,1.0,40.0,0.0,141558.11,2.0,0.0,1.0,47775.21,0
4360,599.0,1.0,0.0,47.0,6.0,0.0,2.0,1.0,1.0,174196.68,0
4361,720.0,2.0,1.0,51.0,2.0,123783.91,1.0,1.0,1.0,59962.41,0
4362,738.0,1.0,?,37.0,1.0,133043.66,1.0,0.0,0.0,111243.09,0
4363,622.0,1.0,1.0,35.0,9.0,0.0,2.0,0.0,1.0,159475.08,0
4364,667.0,1.0,1.0,46.0,2.0,0.0,1.0,0.0,1.0,93536.22,0
4365,652.0,1.0,1.0,35.0,8.0,,1.0,1.0,0.0,83056.22,0
4366,850.0,0.0,1.0,32.0,8.0,104469.58,1.0,0.0,1.0,12639.67,0
4367,607.0,2.0,0.0,40.0,1.0,125920.98,1.0,1.0,1.0,103318.44,0
4368,677.0,1.0,1.0,44.0,10.0,0.0,2.0,1.0,1.0,176416.54,0
4369,706.0,2.0,1.0,35.0,5.0,0.0,2.0,1.0,1.0,143096.23,0
4370,748.0,0.0,1.0,49.0,7.0,129120.64,1.0,1.0,0.0,97938.59,1
4371,628.0,1.0,1.0,45.0,9.0,0.0,2.0,1.0,0.0,96862.56,0
4372,749.0,0.0,0.0,35.0,9.0,106770.28,1.0,1.0,0.0,94739.61,1
4373,643.0,0.0,1.0,33.0,0.0,150358.97,1.0,1.0,1.0,2319.96,0
4374,730.0,1.0,0.0,36.0,3.0,0.0,1.0,1.0,0.0,59645.24,0
4375,679.0,1.0,0.0,42.0,3.0,0.0,2.0,1.0,1.0,51553.96,0
4376,602.0,1.0,1.0,36.0,?,0.0,2.0,1.0,0.0,103792.53,0
4377,773.0,1.0,1.0,41.0,7.0,0.0,2.0,1.0,,60721.4,0
4378,704.0,0.0,1.0,40.0,8.0,102556.18,2.0,0.0,1.0,171971.25,0
4379,648.0,1.0,1.0,34.0,1.0,0.0,2.0,1.0,0.0,126565.84,0
4380,652.0,1.0,1.0,40.0,8.0,0.0,1.0,0.0,,79919.13,0
4381,613.0,0.0,0.0,27.0,0.0,139964.24,1.0,1.0,0.0,172574.85,0
4382,549.0,1.0,1.0,29.0,6.0,0.0,2.0,,0.0,189558.44,0
4383,?,1.0,1.0,34.0,2.0,0.0,2.0,1.0,0.0,178798.13,0
4384,635.0,1.0,0.0,55.0,3.0,,1.0,1.0,1.0,145796.49,1
4385,754.0,?,1.0,30.0,6.0,0.0,2.0,1.0,0.0,106655.82,0
4386,708.0,1.0,1.0,34.0,4.0,0.0,1.0,1.0,1.0,62868.33,0
4387,583.0,1.0,1.0,48.0,4.0,0.0,1.0,0.0,0.0,27239.29,0
4388,584.0,1.0,1.0,42.0,7.0,0.0,2.0,1.0,0.0,155786.39,0
4389,713.0,1.0,1.0,19.0,8.0,167864.4,1.0,1.0,,71167.17,0
4390,753.0,1.0,0.0,22.0,8.0,158621.04,1.0,1.0,0.0,120892.96,0
4391,637.0,2.0,0.0,?,9.0,0.0,2.0,1.0,0.0,161837.09,0
4392,769.0,0.0,1.0,39.0,7.0,115101.5,1.0,0.0,0.0,?,1
4393,538.0,0.0,0.0,55.0,8.0,116097.82,1.0,0.0,0.0,83639.16,1
4394,489.0,?,,29.0,10.0,112712.14,1.0,1.0,1.0,141896.74,0
4395,635.0,0.0,1.0,29.0,4.0,90560.66,1.0,1.0,0.0,131607.33,0
4396,494.0,1.0,0.0,46.0,7.0,0.0,3.0,0.0,1.0,109988.09,1
4397,732.0,1.0,0.0,26.0,6.0,0.0,2.0,1.0,0.0,55801.72,0
4398,673.0,1.0,1.0,32.0,8.0,0.0,1.0,1.0,0.0,116969.73,1
4399,745.0,1.0,0.0,31.0,?,0.0,2.0,1.0,1.0,124587.68,0
4400,699.0,1.0,1.0,43.0,1.0,148962.17,1.0,0.0,0.0,46775.01,0
4401,678.0,1.0,1.0,31.0,6.0,88421.81,1.0,0.0,0.0,72350.47,0
4402,679.0,1.0,0.0,30.0,7.0,0.0,2.0,1.0,1.0,161465.31,0
4403,667.0,1.0,0.0,36.0,4.0,81710.46,1.0,1.0,1.0,72948.75,0
4404,635.0,2.0,1.0,36.0,4.0,0.0,2.0,1.0,0.0,146652.11,0
4405,469.0,1.0,0.0,,9.0,96776.49,1.0,1.0,1.0,119890.86,0
4406,730.0,1.0,1.0,28.0,8.0,0.0,2.0,1.0,0.0,175043.69,0
4407,493.0,1.0,1.0,54.0,3.0,167831.88,2.0,1.0,0.0,150159.95,0
4408,734.0,0.0,1.0,39.0,3.0,73481.05,1.0,1.0,1.0,109626.13,0
4409,708.0,2.0,1.0,33.0,6.0,0.0,2.0,0.0,0.0,197111.99,0
4410,653.0,1.0,0.0,30.0,?,0.0,1.0,1.0,1.0,175843.37,0
4411,567.0,1.0,1.0,41.0,3.0,161453.02,1.0,1.0,1.0,132498.51,0
4412,765.0,0.0,1.0,71.0,?,105588.66,1.0,0.0,0.0,,1
4413,657.0,2.0,1.0,31.0,2.0,118897.67,1.0,0.0,0.0,106045.97,0
4414,758.0,0.0,1.0,42.0,8.0,166685.92,2.0,1.0,1.0,55313.44,0
4415,682.0,1.0,1.0,33.0,1.0,0.0,2.0,1.0,0.0,162749.92,0
4416,751.0,1.0,0.0,30.0,7.0,0.0,2.0,0.0,1.0,15766.1,0
4417,817.0,1.0,1.0,48.0,2.0,0.0,2.0,1.0,1.0,52375.35,0
4418,736.0,0.0,0.0,34.0,4.0,109421.13,2.0,1.0,1.0,126517.46,0
4419,721.0,1.0,0.0,43.0,7.0,0.0,1.0,1.0,0.0,179435.27,1
4420,550.0,0.0,1.0,59.0,1.0,108806.96,3.0,?,0.0,132370.75,1
4421,586.0,1.0,0.0,35.0,9.0,0.0,2.0,1.0,0.0,126812.75,0
4422,675.0,1.0,1.0,36.0,3.0,0.0,1.0,0.0,1.0,66810.48,1
4423,696.0,1.0,0.0,36.0,10.0,0.0,2.0,1.0,0.0,151903.5,0
4424,789.0,2.0,0.0,48.0,,146547.78,1.0,0.0,1.0,59601.15,0
4425,540.0,1.0,?,31.0,7.0,0.0,2.0,0.0,1.0,183051.6,0
4426,849.0,0.0,0.0,45.0,5.0,107764.75,1.0,1.0,,91055.46,1
4427,602.0,0.0,0.0,43.0,1.0,131101.04,1.0,1.0,1.0,44560.17,0
4428,677.0,2.0,0.0,50.0,2.0,160761.41,2.0,1.0,1.0,158531.01,0
4429,648.0,1.0,0.0,33.0,6.0,0.0,2.0,1.0,1.0,93524.19,0
4430,604.0,0.0,1.0,36.0,10.0,126725.25,1.0,1.0,0.0,136869.31,0
4431,756.0,1.0,0.0,33.0,2.0,0.0,2.0,1.0,,181461.46,0
4432,758.0,1.0,0.0,27.0,4.0,0.0,1.0,0.0,0.0,100324.01,0
4433,673.0,2.0,0.0,21.0,5.0,0.0,2.0,1.0,1.0,?,0
4434,579.0,1.0,1.0,23.0,2.0,0.0,2.0,1.0,0.0,95623.28,0
4435,611.0,0.0,0.0,48.0,2.0,113574.61,2.0,1.0,1.0,127059.04,1
4436,642.0,,1.0,40.0,3.0,0.0,2.0,1.0,0.0,67484.6,0
4437,595.0,0.0,0.0,38.0,5.0,118448.15,2.0,0.0,0.0,83084.33,1
4438,724.0,1.0,1.0,38.0,7.0,0.0,2.0,1.0,0.0,170638.98,0
4439,675.0,2.0,0.0,41.0,0.0,0.0,2.0,1.0,1.0,71638.0,0
4440,708.0,2.0,1.0,43.0,2.0,0.0,2.0,1.0,1.0,82815.93,0
4441,567.0,1.0,0.0,22.0,7.0,0.0,1.0,1.0,1.0,130910.78,0
4442,602.0,0.0,0.0,43.0,2.0,114715.73,1.0,1.0,1.0,72792.8,1
4443,?,1.0,1.0,32.0,10.0,,1.0,1.0,0.0,157032.82,0
4444,768.0,1.0,0.0,,3.0,141334.95,,0.0,1.0,125870.79,0
4445,759.0,2.0,1.0,71.0,9.0,0.0,1.0,1.0,1.0,93081.87,0
4446,605.0,1.0,0.0,?,2.0,155060.01,1.0,1.0,1.0,146792.02,0
4447,669.0,2.0,?,36.0,9.0,,2.0,1.0,1.0,181757.19,0
4448,741.0,,1.0,26.0,6.0,119688.97,1.0,1.0,1.0,47764.41,0
4449,593.0,2.0,1.0,34.0,7.0,0.0,2.0,1.0,1.0,115081.47,0
4450,633.0,1.0,0.0,36.0,2.0,125130.28,1.0,1.0,1.0,125961.48,0
4451,695.0,2.0,0.0,52.0,1.0,154733.97,2.0,1.0,0.0,80259.67,0
4452,850.0,2.0,1.0,41.0,8.0,105229.85,1.0,0.0,0.0,94871.5,0
4453,641.0,2.0,0.0,32.0,7.0,0.0,2.0,1.0,1.0,,0
4454,642.0,1.0,,46.0,1.0,0.0,2.0,0.0,0.0,82106.19,0
4455,731.0,1.0,1.0,39.0,9.0,0.0,2.0,0.0,1.0,134878.19,0
4456,541.0,1.0,1.0,38.0,6.0,0.0,?,0.0,1.0,114951.42,1
4457,786.0,1.0,1.0,37.0,9.0,134560.62,2.0,1.0,0.0,27596.39,0
4458,723.0,0.0,0.0,68.0,3.0,110357.0,1.0,0.0,0.0,141977.54,0
4459,562.0,1.0,1.0,27.0,3.0,128929.88,1.0,1.0,0.0,28137.03,0
4460,624.0,1.0,1.0,38.0,8.0,?,1.0,1.0,0.0,102758.43,1
4461,?,1.0,1.0,32.0,3.0,133950.37,1.0,1.0,1.0,48725.68,0
4462,,2.0,1.0,44.0,2.0,0.0,2.0,1.0,0.0,197226.32,0
4463,714.0,2.0,1.0,64.0,0.0,127471.56,1.0,1.0,0.0,152916.05,1
4464,710.0,1.0,0.0,38.0,1.0,0.0,2.0,1.0,1.0,45015.38,0
4465,737.0,0.0,1.0,36.0,5.0,115725.24,2.0,0.0,0.0,1871.25,0
4466,850.0,1.0,1.0,32.0,9.0,125437.14,1.0,1.0,1.0,136985.08,0
4467,667.0,1.0,?,24.0,4.0,0.0,1.0,0.0,0.0,168521.72,0
4468,850.0,1.0,,38.0,4.0,0.0,2.0,1.0,1.0,51670.82,0
4469,635.0,1.0,1.0,43.0,3.0,0.0,1.0,1.0,0.0,93073.04,1
4470,624.0,1.0,1.0,34.0,1.0,0.0,?,0.0,1.0,161559.02,0
4471,693.0,1.0,0.0,,1.0,0.0,2.0,1.0,1.0,91366.42,0
4472,737.0,2.0,0.0,64.0,5.0,0.0,1.0,1.0,0.0,105770.86,1
4473,?,1.0,1.0,31.0,4.0,0.0,?,1.0,1.0,103866.37,0
4474,609.0,1.0,1.0,39.0,4.0,112957.26,2.0,0.0,0.0,97593.16,0
4475,516.0,1.0,0.0,40.0,9.0,0.0,2.0,0.0,1.0,87622.33,0
4476,746.0,,0.0,43.0,5.0,114940.67,1.0,0.0,0.0,176984.34,1
4477,677.0,1.0,0.0,41.0,,0.0,1.0,0.0,1.0,111906.0,0
4478,?,1.0,1.0,38.0,9.0,107865.79,?,1.0,0.0,28806.95,0
4479,496.0,1.0,0.0,46.0,7.0,0.0,?,0.0,1.0,108098.28,1
4480,682.0,0.0,0.0,44.0,,109106.33,1.0,1.0,0.0,181499.98,1
4481,586.0,1.0,0.0,32.0,?,63873.56,1.0,1.0,0.0,83753.64,1
4482,733.0,1.0,1.0,,5.0,0.0,2.0,1.0,1.0,170529.71,0
4483,732.0,0.0,1.0,42.0,9.0,98400.61,2.0,1.0,0.0,91406.62,0
4484,712.0,2.0,1.0,40.0,4.0,0.0,2.0,1.0,0.0,82951.12,0
4485,637.0,1.0,?,?,9.0,0.0,2.0,1.0,,154700.61,0
4486,644.0,2.0,0.0,30.0,8.0,122917.71,1.0,1.0,0.0,58876.84,0
4487,678.0,2.0,0.0,38.0,4.0,0.0,2.0,,1.0,?,0
4488,704.0,,0.0,30.0,7.0,0.0,2.0,0.0,0.0,59571.5,0
4489,689.0,1.0,1.0,58.0,5.0,83195.12,1.0,1.0,1.0,48682.1,1
4490,717.0,1.0,0.0,38.0,6.0,0.0,2.0,1.0,1.0,82526.92,0
4491,545.0,1.0,0.0,,8.0,155973.88,2.0,0.0,0.0,136643.84,1
4492,850.0,0.0,?,34.0,2.0,96656.56,1.0,1.0,1.0,130726.96,0
4493,809.0,0.0,1.0,33.0,1.0,79706.25,2.0,1.0,1.0,165675.01,0
4494,624.0,,1.0,31.0,5.0,,2.0,0.0,0.0,76551.7,0
4495,667.0,0.0,1.0,47.0,,145294.08,1.0,1.0,?,126644.98,0
4496,488.0,1.0,0.0,44.0,9.0,0.0,1.0,1.0,1.0,120531.31,1
4497,659.0,0.0,1.0,36.0,6.0,76190.48,1.0,1.0,1.0,149066.14,0
4498,505.0,2.0,1.0,37.0,8.0,116932.59,1.0,1.0,0.0,91092.84,0
4499,617.0,1.0,0.0,32.0,5.0,0.0,1.0,0.0,1.0,77500.81,0
4500,687.0,2.0,1.0,57.0,6.0,0.0,2.0,1.0,1.0,19376.56,0
4501,645.0,1.0,0.0,26.0,7.0,137657.25,1.0,1.0,1.0,172557.71,0
4502,658.0,0.0,1.0,53.0,6.0,136674.55,1.0,1.0,0.0,58879.31,1
4503,691.0,0.0,0.0,24.0,7.0,103564.83,1.0,0.0,0.0,103564.75,1
4504,562.0,0.0,1.0,31.0,4.0,127237.25,1.0,0.0,1.0,143317.42,0
4505,607.0,0.0,1.0,48.0,6.0,?,1.0,1.0,1.0,163477.22,1
4506,850.0,1.0,1.0,53.0,6.0,131996.66,1.0,1.0,1.0,178747.43,1
4507,721.0,0.0,1.0,37.0,4.0,138341.51,1.0,1.0,0.0,50072.94,0
4508,683.0,1.0,0.0,36.0,9.0,0.0,2.0,0.0,1.0,97938.59,0
4509,666.0,1.0,1.0,26.0,7.0,0.0,2.0,1.0,0.0,114522.68,0
4510,535.0,0.0,0.0,59.0,8.0,128264.03,1.0,0.0,1.0,61792.76,0
4511,709.0,1.0,0.0,30.0,5.0,0.0,?,1.0,1.0,161388.22,0
4512,553.0,0.0,0.0,33.0,8.0,166914.6,1.0,0.0,1.0,143952.24,0
4513,685.0,1.0,1.0,43.0,6.0,117302.62,?,?,0.0,68701.73,0
4514,638.0,1.0,0.0,22.0,2.0,0.0,2.0,1.0,1.0,69057.07,0
4515,583.0,1.0,1.0,38.0,4.0,0.0,2.0,1.0,0.0,151316.31,0
4516,663.0,1.0,1.0,52.0,9.0,0.0,2.0,0.0,1.0,84174.81,0
4517,683.0,0.0,1.0,45.0,6.0,91554.04,1.0,1.0,0.0,51636.1,0
4518,537.0,1.0,0.0,34.0,1.0,154483.98,1.0,0.0,0.0,116467.35,0
4519,615.0,1.0,1.0,40.0,8.0,0.0,2.0,1.0,1.0,14113.11,0
4520,699.0,1.0,0.0,29.0,3.0,0.0,2.0,1.0,1.0,145562.4,0
4521,582.0,0.0,0.0,48.0,8.0,104118.5,1.0,0.0,0.0,139973.43,1
4522,711.0,,0.0,48.0,8.0,146710.76,1.0,1.0,1.0,16528.4,1
4523,653.0,0.0,0.0,50.0,6.0,121458.65,,1.0,0.0,174738.2,1
4524,592.0,1.0,0.0,36.0,2.0,116323.73,1.0,0.0,1.0,92647.72,0
4525,573.0,2.0,1.0,31.0,,,2.0,1.0,0.0,62390.54,0
4526,668.0,0.0,1.0,59.0,7.0,123948.85,?,1.0,1.0,102763.69,0
4527,616.0,0.0,1.0,38.0,4.0,141608.82,1.0,0.0,0.0,139946.22,1
4528,781.0,1.0,0.0,27.0,5.0,0.0,2.0,1.0,1.0,72969.9,0
4529,686.0,1.0,1.0,29.0,7.0,0.0,2.0,1.0,1.0,138570.55,0
4530,756.0,0.0,0.0,31.0,5.0,133871.5,2.0,1.0,1.0,105425.05,0
4531,792.0,2.0,1.0,34.0,5.0,79450.84,1.0,1.0,0.0,163682.08,0
4532,682.0,1.0,0.0,37.0,5.0,0.0,1.0,1.0,0.0,95721.02,0
4533,828.0,,1.0,26.0,5.0,0.0,,1.0,1.0,176550.74,0
4534,706.0,1.0,1.0,32.0,1.0,0.0,2.0,1.0,0.0,82696.77,0
4535,581.0,1.0,0.0,41.0,6.0,0.0,1.0,1.0,0.0,80178.54,1
4536,516.0,1.0,,48.0,5.0,0.0,1.0,1.0,0.0,120880.72,1
4537,633.0,1.0,1.0,34.0,?,141665.84,1.0,1.0,0.0,1557.66,0
4538,729.0,2.0,0.0,40.0,6.0,0.0,2.0,1.0,0.0,137985.78,0
4539,716.0,2.0,1.0,32.0,3.0,0.0,2.0,0.0,?,119882.86,0
4540,531.0,0.0,0.0,48.0,6.0,104502.11,1.0,1.0,0.0,121884.7,1
4541,573.0,1.0,0.0,37.0,1.0,0.0,2.0,1.0,1.0,90956.85,0
4542,677.0,,1.0,42.0,0.0,0.0,2.0,0.0,1.0,160176.47,0
4543,619.0,0.0,?,28.0,0.0,175754.87,1.0,1.0,0.0,18094.96,0
4544,,2.0,1.0,32.0,8.0,0.0,1.0,1.0,1.0,169862.39,0
4545,621.0,1.0,0.0,39.0,1.0,99010.67,2.0,1.0,1.0,194945.8,0
4546,516.0,1.0,1.0,29.0,7.0,0.0,2.0,1.0,?,130224.73,0
4547,850.0,2.0,0.0,26.0,8.0,0.0,2.0,1.0,0.0,115676.61,0
4548,679.0,0.0,0.0,57.0,?,132627.2,1.0,1.0,1.0,94876.64,1
4549,616.0,2.0,1.0,42.0,6.0,0.0,1.0,0.0,1.0,76551.7,0
4550,?,1.0,1.0,34.0,9.0,0.0,1.0,1.0,0.0,25662.27,0
4551,632.0,2.0,1.0,37.0,1.0,0.0,1.0,1.0,1.0,154997.64,0
4552,617.0,1.0,0.0,35.0,6.0,0.0,2.0,1.0,1.0,80190.36,0
